Year,City,Sport,Discipline,Athlete,Country,Gender,Event,Medal
1992,Albertville,Skating,Speed skating,"VISSER, Leo",Netherlands,Men,5000M,Bronze
1992,Albertville,Skating,Speed skating,"KARLSTAD, Geir",Norway,Men,5000M,Gold
1992,Albertville,Skating,Speed skating,"ZANDSTRA, Falko",Netherlands,Men,5000M,Silver
1992,Albertville,Skating,Speed skating,"PECHSTEIN, Claudia",Germany,Women,5000M,Bronze
1992,Albertville,Skating,Speed skating,"NIEMANN-STIRNEMANN, Gunda",Germany,Women,5000M,Gold
1992,Albertville,Skating,Speed skating,"WARNICKE, Heike",Germany,Women,5000M,Silver
1992,Albertville,Skating,Speed skating,"INOUE, Junichi",Japan,Men,500M,Bronze
1992,Albertville,Skating,Speed skating,"MEY, Uwe-Jens",Germany,Men,500M,Gold
1992,Albertville,Skating,Speed skating,"KUROIWA, Toshiyuki",Japan,Men,500M,Silver
1992,Albertville,Skating,Speed skating,"LUDING, Christa",Germany,Women,500M,Bronze
1992,Albertville,Skating,Speed skating,"BLAIR, Bonnie",United States,Women,500M,Gold
1992,Albertville,Skating,Speed skating,"YE, Qiaobo",China,Women,500M,Silver
1992,Albertville,Skiing,Alpine Skiing,"LOCHER, Steve",Switzerland,Men,Alpine Combined,Bronze
1992,Albertville,Skiing,Alpine Skiing,"POLIG, Josef",Italy,Men,Alpine Combined,Gold
1992,Albertville,Skiing,Alpine Skiing,"MARTIN, Gianfranco",Italy,Men,Alpine Combined,Silver
1992,Albertville,Skiing,Alpine Skiing,"MASNADA, Florence",France,Women,Alpine Combined,Bronze
1992,Albertville,Skiing,Alpine Skiing,"KRONBERGER, Petra",Austria,Women,Alpine Combined,Gold
1992,Albertville,Skiing,Alpine Skiing,"WACHTER, Anita",Austria,Women,Alpine Combined,Silver
1992,Albertville,Skiing,Alpine Skiing,"MADER, Günther",Austria,Men,Downhill,Bronze
1992,Albertville,Skiing,Alpine Skiing,"ORTLIEB, Patrick",Austria,Men,Downhill,Gold
1992,Albertville,Skiing,Alpine Skiing,"PICCARD, Franck",France,Men,Downhill,Silver
1992,Albertville,Skiing,Alpine Skiing,"STALLMAIER, Veronika",Austria,Women,Downhill,Bronze
1992,Albertville,Skiing,Alpine Skiing,"LEE-GARTNER, Kerrin",Canada,Women,Downhill,Gold
1992,Albertville,Skiing,Alpine Skiing,"LINDH, Hilary",United States,Women,Downhill,Silver
